id,title,overview,release_date,runtime,genres,production_companies,budget,revenue,popularity,vote_average,vote_count,status,poster_path,backdrop_path
1041317,Battle for the Western Front,"Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",2022-10-06,90,War,Electric Motion Pictures,1500000,0,291.934,5.65,10,Released,https://image.tmdb.org/t/p/w500/ooHEL3XyLYu3hus5cMnpjeH4e7A.jpg,https://image.tmdb.org/t/p/w500/2QR0OpYzPFG84EswxENqcPuHmP.jpg
976734,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",2024-10-10,103,"Action, Thriller, Crime","Anton Capital Entertainment, Sentient Entertainment, Brickell & Broadbridge International, Off The Pier Productions",0,525704,288.229,6.4,283,Released,https://image.tmdb.org/t/p/w500/hhiR6uUbTYYvKoACkdAIQPS5c6f.jpg,https://image.tmdb.org/t/p/w500/5IIFJxwRzmkhczQidIhpoaolpZY.jpg
1167271,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.",2024-09-19,101,"Action, Adventure, Thriller","EuropaCorp, Taipei Film Commission, Kinology",30000000,2826064,287.913,6.1,59,Released,https://image.tmdb.org/t/p/w500/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg,https://image.tmdb.org/t/p/w500/fyeyxFzZ3qYqDsaMVYF6sq3pp2n.jpg
1203236,Nutcrackers,"Just as Mike is on the heels of closing the biggest deal of his career, he's pulled away from his bachelor life in the big city to a farm in rural Ohio in order to help his recently orphaned nephews find a new home.",2024-09-05,104,"Comedy, Drama","Rough House Pictures, Red Hour, Rivulet Media",0,0,284.192,5.761,46,Released,https://image.tmdb.org/t/p/w500/yqKKhbaofSHfqHGNYHz9yqSPvYR.jpg,https://image.tmdb.org/t/p/w500/jUYn9ytvxrquviR36OD6n2EqBgW.jpg
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",2024-03-02,94,"Animation, Family, Fantasy, Action",DreamWorks Animation,80000000,548040835,281.328,7.1,2742,Released,https://image.tmdb.org/t/p/w500/kDp1vUBnMpe8ak4rjgl3cLELqjU.jpg,https://image.tmdb.org/t/p/w500/4z88bpDf7aqZcYkLDDEIdj8TfZU.jpg
1388232,Jack in Time for Christmas,"Christmas is approaching and Jack Whitehall is racing to get home in time to spend it with his family. Stranded on the other side of the world, he enlists the help of some famous faces and embarks on a far fetched quest across the globe. His cast of celebrity do-gooders includes Jimmy Fallon, Dave Bautista, Rebel Wilson, Tom Davis and Michael Bublé, but will they get him Back In Time For Xmas.",2024-12-02,66,"Comedy, Adventure","Workerbee, Jackpot Productions",0,0,279.817,4.8,9,Released,https://image.tmdb.org/t/p/w500/5j9MxMx24tPuTSTuWMW1eZP1w1M.jpg,https://image.tmdb.org/t/p/w500/tqJL0gNbqeeYHMm1xdtUmZCkG56.jpg
1063877,Don't Move,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",2024-10-24,92,"Thriller, Horror","Capstone Studios, Hammerstone Studios, Raimi Productions",0,0,275.52,6.4,576,Released,https://image.tmdb.org/t/p/w500/cRDJxdnRb7ikKd6fVJTrGeaL34v.jpg,https://image.tmdb.org/t/p/w500/yGjpT94EoeGQQh1vQ1KEXAQnGoB.jpg
889737,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",2024-10-01,138,"Drama, Crime, Thriller","Warner Bros. Pictures, Joint Effort, Domain Entertainment",195000000,206400287,274.774,5.563,1771,Released,https://image.tmdb.org/t/p/w500/aciP8Km0waTLXEYf5ybFK5CSUxl.jpg,https://image.tmdb.org/t/p/w500/uGmYqxh8flqkudioyFtD7IJSHxK.jpg
634649,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",2021-12-15,148,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",200000000,1921847111,274.537,8.0,20183,Released,https://image.tmdb.org/t/p/w500/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,https://image.tmdb.org/t/p/w500/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg
1287717,Do Not Enter,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",2024-08-06,80,Horror,"FilmSharks International, Urban Achievers",550000,0,272.385,7.4,86,Released,https://image.tmdb.org/t/p/w500/1iPuEIcybEc9Y6aKJ8BGAnMadFX.jpg,https://image.tmdb.org/t/p/w500/xSQjJiAYiLdpVU20iSDAQisAVJY.jpg
359410,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",2024-03-08,121,"Action, Thriller","Silver Pictures, Amazon MGM Studios",85000000,0,269.554,6.979,2303,Released,https://image.tmdb.org/t/p/w500/lwPsIgh98Wnpvkr3svkZwlhDrfm.jpg,https://image.tmdb.org/t/p/w500/oe7mWkvYhK4PLRNAVSvonzyUXNy.jpg
1391524,Christmas Is Cancelled,"Newlyweds Lidia and Manuel face their biggest challenge yet when they bring their wildly different families together for Christmas. As clashing personalities spark both hilarity and tension, their relationship hangs in the balance amidst the holiday chaos.",2024-11-29,78,Comedy,,0,0,266.034,7.0,16,Released,https://image.tmdb.org/t/p/w500/cTQIU3kJBPI5BG5WGVnUuU5yAnB.jpg,https://image.tmdb.org/t/p/w500/sKpHZZ56mTjbDBvsegkNEB4nb8l.jpg
1144962,Transmorphers: Mech Beasts,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",2023-06-09,84,"Action, Science Fiction",The Asylum,0,65452,265.58,5.5,30,Released,https://image.tmdb.org/t/p/w500/oqhaffnQqSzdLrYAQA5W4IdAoCX.jpg,https://image.tmdb.org/t/p/w500/tCKWksaQI8XkAQLVou0AlGab5S6.jpg
726139,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",2024-07-11,96,"Action, Thriller, Horror, Science Fiction","Blaad Studios, CJ ENM, CJ ENM Studios, CJ Entertainment",14750000,6283415,260.523,7.048,251,Released,https://image.tmdb.org/t/p/w500/nUKfbKv4RD1YxlsNWd0BwabEf3P.jpg,https://image.tmdb.org/t/p/w500/hPIWQT70wQK6akqfLXByEvr62u0.jpg
1149913,TOGEFILM - Mei Mei,,2023-04-06,0,"Drama, Romance",Kelas Bintang,0,0,257.346,10.0,1,Released,https://image.tmdb.org/t/p/w500/mCJ6shuScPnCh2CS68sPMxGH4UP.jpg,
1142518,Freedom,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",2024-11-01,110,"Action, Romance, Drama","Pitchipoï Productions, Amazon Studios France",0,0,256.528,6.6,72,Released,https://image.tmdb.org/t/p/w500/b2YL2kncIqlcDcqly78AsOPJi6r.jpg,https://image.tmdb.org/t/p/w500/n9Do4rv1Hl3QvQLMmT5w6pBadqq.jpg
592695,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",2021-10-08,108,Drama,"Film i Väst, Flamboyance Films, Lemming Film, Plattform Produktion, SVT, Logical Pictures, Grand Slam Film Production, SF Studios",1800000,393824,256.224,6.223,555,Released,https://image.tmdb.org/t/p/w500/7Z2K08J0WantJHNa0vLTOmii41l.jpg,https://image.tmdb.org/t/p/w500/5tqkP8NNWdteskVBYPRXE6h82ts.jpg
799583,The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",2024-04-18,120,"Action, Comedy, War","Jerry Bruckheimer Films, Black Bear Pictures, Toff Guy Films",60000000,27450915,249.835,7.1,1205,Released,https://image.tmdb.org/t/p/w500/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,https://image.tmdb.org/t/p/w500/s5znBQmprDJJ553IMQfwEVlfroH.jpg
